iid,gender,pid,match,samerace,field_cd,imprace,imprelig,from,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,date,attr,sinc,intel,fun,amb,like,prob,p_iid,p_pid,field_cd_p,imprace_p,imprelig_p,from_p,go_out_p,career_c_p,sports_p,tvsports_p,exercise_p,dining_p,museums_p,art_p,hiking_p,gaming_p,clubbing_p,reading_p,tv_p,theater_p,movies_p,concerts_p,music_p,shopping_p,yoga_p,date_p,attr_p,sinc_p,intel_p,fun_p,amb_p,like_p,prob_p,sports_difference,tvsports_difference,exercise_difference,dining_difference,museums_difference,art_difference,hiking_difference,gaming_difference,clubbing_difference,reading_difference,tv_difference,theater_difference,movies_difference,concerts_difference,music_difference,shopping_difference,yoga_difference,go_out_difference,imprelig_difference,imprace_difference,date_difference,attr_difference,sinc_difference,intel_difference,fun_difference,amb_difference,like_difference,prob_difference,age_o_difference,same_from,same_career,same_field,pref_diff_score
177.0,0.0,191.0,0.0,1.0,13.0,8.0,3.0,87,2.0,7.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,5.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,191.0,177.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,3.0,8.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,6.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,False,True,False,0.6411764705882352
177.0,0.0,192.0,0.0,1.0,13.0,8.0,3.0,87,2.0,7.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,192.0,177.0,8.0,2.0,7.0,71,2.0,7.0,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,6.0,6.0,8.0,6.0,7.0,9.0,6.0,8.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,0.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,False,True,False,0.6352941176470588
177.0,0.0,193.0,0.0,0.0,13.0,8.0,3.0,87,2.0,7.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,5.0,193.0,177.0,1.0,2.0,2.0,155,2.0,1.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,6.0,5.0,4.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,False,False,False,0.6
178.0,0.0,191.0,0.0,0.0,3.0,5.0,5.0,70,2.0,4.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,4.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,191.0,178.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,5.0,8.0,7.0,7.0,5.0,6.0,7.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,0.0,4.0,2.0,5.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,False,False,False,0.6588235294117647
179.0,0.0,184.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,3.0,7.0,6.0,4.0,6.0,2.0,5.0,184.0,179.0,8.0,1.0,1.0,88,2.0,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,4.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,0.0,3.0,6.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,8.0,1.0,1.0,0.0,4.0,2.0,7.0,3.0,4.0,6.0,4.0,6.0,0.0,4.0,False,False,False,0.5411764705882354
179.0,0.0,185.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,4.0,6.0,6.0,5.0,6.0,2.0,5.0,185.0,179.0,2.0,3.0,4.0,109,4.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,8.0,5.0,5.0,False,False,False,0.5647058823529412
179.0,0.0,186.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,4.0,8.0,7.0,6.0,6.0,3.0,5.0,186.0,179.0,5.0,4.0,3.0,62,3.0,2.0,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,4.0,7.0,8.0,8.0,6.0,3.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,0.0,4.0,6.0,1.0,2.0,4.0,1.0,0.0,6.0,4.0,6.0,4.0,1.0,1.0,1.0,4.0,6.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,False,True,False,0.5764705882352941
179.0,0.0,188.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,4.0,8.0,7.0,6.0,7.0,3.0,5.0,188.0,179.0,5.0,1.0,1.0,4,1.0,2.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,7.0,6.0,6.0,6.0,5.0,3.0,1.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,6.0,2.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,4.0,9.0,False,True,False,0.5529411764705883
179.0,0.0,189.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,4.0,8.0,7.0,5.0,7.0,5.0,5.0,189.0,179.0,1.0,6.0,1.0,139,2.0,9.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,2.0,2.0,5.0,0.0,0.0,2.0,6.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,False,False,False,0.6823529411764706
179.0,0.0,190.0,1.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,190.0,179.0,13.0,1.0,1.0,8,3.0,9.0,7.0,7.0,8.0,3.0,2.0,2.0,6.0,5.0,9.0,8.0,2.0,4.0,7.0,9.0,10.0,3.0,1.0,7.0,10.0,8.0,10.0,9.0,9.0,9.0,5.0,2.0,2.0,2.0,7.0,5.0,5.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,7.0,8.0,0.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,False,False,False,0.5176470588235293
179.0,0.0,191.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,4.0,7.0,6.0,4.0,6.0,4.0,5.0,191.0,179.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,8.0,8.0,9.0,8.0,8.0,7.0,6.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,3.0,2.0,9.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,False,False,False,0.6176470588235294
179.0,0.0,192.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,192.0,179.0,8.0,2.0,7.0,71,2.0,7.0,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,6.0,7.0,9.0,2.0,0.0,3.0,3.0,4.0,5.0,1.0,7.0,0.0,1.0,5.0,5.0,2.0,0.0,1.0,6.0,4.0,1.0,6.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,False,False,False,0.5352941176470588
179.0,0.0,193.0,0.0,0.0,6.0,5.0,1.0,92,3.0,2.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,6.0,5.0,7.0,7.0,8.0,8.0,5.0,5.0,193.0,179.0,1.0,2.0,2.0,155,2.0,1.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,6.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,0.0,3.0,0.0,9.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,1.0,5.0,False,False,False,0.6176470588235294
180.0,0.0,184.0,1.0,0.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,184.0,180.0,8.0,1.0,1.0,88,2.0,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,4.0,10.0,9.0,8.0,8.0,9.0,6.0,6.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,10.0,False,True,True,0.6529411764705882
180.0,0.0,185.0,0.0,1.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,185.0,180.0,2.0,3.0,4.0,109,4.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,10.0,1.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,5.0,6.0,4.0,5.0,5.0,6.0,7.0,1.0,False,False,False,0.5705882352941176
180.0,0.0,188.0,0.0,0.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,188.0,180.0,5.0,1.0,1.0,4,1.0,2.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,8.0,8.0,5.0,8.0,5.0,6.0,2.0,5.0,6.0,0.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,5.0,3.0,False,False,False,0.5882352941176471
180.0,0.0,189.0,0.0,0.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,189.0,180.0,1.0,6.0,1.0,139,2.0,9.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,False,False,False,0.7411764705882353
180.0,0.0,191.0,0.0,0.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,191.0,180.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,8.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,False,True,True,0.6705882352941177
180.0,0.0,192.0,1.0,0.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,9.0,8.0,8.0,9.0,8.0,8.0,7.0,192.0,180.0,8.0,2.0,7.0,71,2.0,7.0,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,6.0,3.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,False,True,True,0.6941176470588235
180.0,0.0,193.0,0.0,1.0,8.0,2.0,2.0,95,2.0,7.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,193.0,180.0,1.0,2.0,2.0,155,2.0,1.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,1.0,3.0,2.0,0.0,4.0,3.0,7.0,4.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,False,False,False,0.6823529411764706
181.0,0.0,184.0,0.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,8.0,9.0,8.0,9.0,10.0,7.0,7.0,184.0,181.0,8.0,1.0,1.0,88,2.0,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,4.0,10.0,10.0,10.0,8.0,10.0,9.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,4.0,3.0,7.0,2.0,3.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,12.0,False,False,False,0.5529411764705883
181.0,0.0,185.0,1.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,6.0,8.0,9.0,6.0,10.0,6.0,6.0,185.0,181.0,2.0,3.0,4.0,109,4.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,10.0,8.0,8.0,8.0,9.0,10.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,False,False,False,0.7
181.0,0.0,188.0,0.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,188.0,181.0,5.0,1.0,1.0,4,1.0,2.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,6.0,7.0,5.0,6.0,2.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,7.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,False,True,False,0.5411764705882354
181.0,0.0,189.0,0.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,5.0,10.0,8.0,8.0,9.0,4.0,4.0,189.0,181.0,1.0,6.0,1.0,139,2.0,9.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,1.0,5.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,False,False,False,0.5882352941176471
181.0,0.0,191.0,1.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,8.0,9.0,8.0,8.0,8.0,6.0,5.0,191.0,181.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,6.0,5.0,1.0,5.0,2.0,8.0,1.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,False,False,False,0.5647058823529412
181.0,0.0,192.0,0.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,6.0,4.0,4.0,9.0,5.0,6.0,5.0,192.0,181.0,8.0,2.0,7.0,71,2.0,7.0,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,3.0,2.0,4.0,1.0,2.0,2.0,6.0,7.0,0.0,5.0,2.0,0.0,3.0,6.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,False,False,False,0.5352941176470588
181.0,0.0,193.0,1.0,0.0,4.0,7.0,8.0,70,5.0,2.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,193.0,181.0,1.0,2.0,2.0,155,2.0,1.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,6.0,8.0,10.0,8.0,6.0,9.0,8.0,7.0,5.0,4.0,2.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.6941176470588235
182.0,0.0,184.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,7.0,8.0,8.0,8.0,9.0,8.0,6.0,184.0,182.0,8.0,1.0,1.0,88,2.0,7.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,4.0,8.0,10.0,10.0,8.0,9.0,7.0,5.0,0.0,4.0,2.0,0.0,5.0,5.0,7.0,1.0,7.0,1.0,5.0,7.0,2.0,1.0,4.0,6.0,7.0,1.0,4.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,False,False,False,0.44705882352941173
182.0,0.0,185.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,7.0,7.0,8.0,9.0,8.0,6.0,6.0,185.0,182.0,2.0,3.0,4.0,109,4.0,6.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,3.0,1.0,6.0,0.0,5.0,7.0,5.0,3.0,7.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,8.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,False,False,False,0.49411764705882355
182.0,0.0,186.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,6.0,8.0,10.0,9.0,10.0,8.0,6.0,186.0,182.0,5.0,4.0,3.0,62,3.0,2.0,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,4.0,7.0,8.0,8.0,6.0,3.0,7.0,5.0,7.0,6.0,5.0,5.0,4.0,3.0,0.0,5.0,2.0,1.0,2.0,1.0,5.0,3.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,False,False,False,0.611764705882353
182.0,0.0,188.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,1.0,7.0,8.0,9.0,10.0,10.0,6.0,188.0,182.0,5.0,1.0,1.0,4,1.0,2.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,5.0,7.0,7.0,6.0,7.0,2.0,1.0,3.0,5.0,3.0,2.0,5.0,6.0,4.0,3.0,4.0,0.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,1.0,4.0,0.0,1.0,3.0,3.0,8.0,5.0,1.0,False,False,False,0.4764705882352941
182.0,0.0,189.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,6.0,8.0,8.0,8.0,9.0,6.0,6.0,189.0,182.0,1.0,6.0,1.0,139,2.0,9.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,3.0,1.0,6.0,3.0,4.0,5.0,6.0,3.0,6.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,6.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,5.0,False,False,False,0.4882352941176471
182.0,0.0,191.0,0.0,0.0,4.0,7.0,5.0,64,3.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,191.0,182.0,8.0,6.0,1.0,35,2.0,7.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,4.0,5.0,7.0,7.0,7.0,8.0,6.0,5.0,3.0,5.0,5.0,0.0,3.0,4.0,5.0,3.0,7.0,0.0,5.0,2.0,2.0,0.0,3.0,7.0,6.0,1.0,4.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,False,False,False,0.4882352941176471
